~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ MODEL  13500 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

# Ltot =  4.612168e36erg (lg L/Lsun = 3.078896), lg Teff = 3.578235, M*/Msun = 2.042628
#   J     Mr[-1]  lg P  lg T     lg R L/L(*)    X    Y   XC   XO  e(H) e(He) e C  e(g) e(Nu) lgRho   My Beta lgCap   Rad  Grad   Nad r../g  
    1 0.00000000 3.314 3.578 12.74907 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.1m3 0.000-8.060 1.33 1.00-2.072 .3804 .3804 .3996 3.m13 R
   99-2.145488m6 3.353 3.595 12.74888 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.3m3 0.000-8.038 1.33 1.00-1.919 .5065 .5076 .3995 3.m13 +
  100-2.177525m6 3.353 3.595 12.74888 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.3m3 0.000-8.038 1.33 1.00-1.916 .5086 .5096 .3995 3.m13 +
  
  101-2.209562m6 3.354 3.596 12.74888 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.4m3 0.000-8.038 1.33 1.00-1.914 .5106 .5116 .3995 3.m13 +
  102-2.241599m6 3.354 3.596 12.74887 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.4m3 0.000-8.038 1.33 1.00-1.912 .5126 .5136 .3995 3.m13 +
  103-2.273637m6 3.355 3.596 12.74887 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.4m3 0.000-8.037 1.33 1.00-1.909 .5146 .5156 .3995 3.m13 +
  104-2.305674m6 3.355 3.596 12.74887 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.5m3 0.000-8.037 1.33 1.00-1.907 .5167 .5177 .3995 3.m13 +
  105-2.337711m6 3.356 3.597 12.74886 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.5m3 0.000-8.037 1.33 1.00-1.905 .5187 .5197 .3995 3.m13 +
  
  106-2.369748m6 3.356 3.597 12.74886 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.5m3 0.000-8.037 1.33 1.00-1.903 .5207 .5217 .3995 3.m13 +
  107-2.401785m6 3.357 3.597 12.74886 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.5m3 0.000-8.036 1.33 1.00-1.900 .5226 .5236 .3995 3.m13 +
  108-2.433822m6 3.358 3.598 12.74886 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.6m3 0.000-8.036 1.33 1.00-1.898 .5246 .5256 .3995 3.m13 +
  109-2.465860m6 3.358 3.598 12.74885 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.6m3 0.000-8.036 1.33 1.00-1.896 .5266 .5276 .3995 3.m13 +
  110-2.497897m6 3.359 3.598 12.74885 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.6m3 0.000-8.035 1.33 1.00-1.894 .5286 .5295 .3995 3.m13 +
  
  111-2.529934m6 3.359 3.598 12.74885 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.6m3 0.000-8.035 1.33 1.00-1.892 .5305 .5315 .3995 3.m13 +
  112-2.561971m6 3.360 3.599 12.74885 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.7m3 0.000-8.035 1.33 1.00-1.889 .5324 .5334 .3995 3.m13 +
  113-2.594008m6 3.360 3.599 12.74884 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.7m3 0.000-8.035 1.33 1.00-1.887 .5343 .5353 .3995 3.m13 +
  114-2.626045m6 3.361 3.599 12.74884 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.7m3 0.000-8.034 1.33 1.00-1.885 .5362 .5372 .3995 3.m13 +
  115-2.658082m6 3.361 3.600 12.74884 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.7m3 0.000-8.034 1.33 1.00-1.883 .5381 .5395 .3995 3.m13 +
  
  116-2.706138m6 3.362 3.600 12.74883 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.8m3 0.000-8.034 1.33 1.00-1.880 .5409 .5422 .3995 3.m13 +
  117-2.754194m6 3.363 3.600 12.74883 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.8m3 0.000-8.034 1.33 1.00-1.877 .5436 .5449 .3995 3.m13 +
  118-2.802250m6 3.364 3.601 12.74882 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.9m3 0.000-8.033 1.33 1.00-1.874 .5462 .5475 .3995 3.m13 +
  119-2.850305m6 3.365 3.601 12.74882 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.9m3 0.000-8.033 1.33 1.00-1.871 .5488 .5501 .3995 3.m13 +
  120-2.898361m6 3.365 3.602 12.74882 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.9m3 0.000-8.032 1.33 1.00-1.868 .5514 .5527 .3995 3.m13 +
  
  121-2.946417m6 3.366 3.602 12.74881 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 .0100 0.000-8.032 1.33 1.00-1.865 .5539 .5552 .3995 3.m13 +
